,sentiment,text,polarity,std
782,positive,comprimible,0.5,0.0
783,positive,comprobable,0.5,0.088
784,positive,concienciable,0.5,0.0
785,positive,conciliador,0.5,0.177
786,positive,condicionado,0.5,0.0
787,positive,conductivo,0.5,0.0
788,positive,conductor,0.5,0.0
789,positive,conformar,0.5,0.0
790,positive,consentimiento tácito,0.5,0.0
791,positive,constitucional,0.5,0.0
792,positive,constructividad,0.5,0.0
793,positive,consumado,0.5,0.246
794,positive,consumar,0.5,0.0
795,positive,contestable,0.5,0.177
796,positive,copetudo,0.5,0.0
797,positive,correctitud,0.5,0.0
798,positive,cuaderno de escritura,0.5,0.0
799,positive,cultivable,0.5,0.0
800,positive,curable,0.5,0.088
801,positive,cursi,0.5,0.0
802,positive,dadivoso,0.5,0.0
803,positive,dar el éxito,0.5,0.0
804,positive,de la estación,0.5,0.0
805,positive,definible,0.5,0.0
806,positive,delectable,0.5,0.0
807,positive,desafectado,0.5,0.0
808,positive,desambiguedad,0.5,0.0
809,positive,descansado,0.5,0.0
810,positive,desconfiadamente,0.5,0.0
811,positive,descubrible,0.5,0.0
812,positive,desegregación,0.5,0.0
813,positive,desencantar,0.5,0.354
814,positive,desgravable,0.5,0.0
815,positive,desinflación,0.5,0.0
816,positive,desmontable,0.5,0.0
817,positive,despavilado,0.5,0.0
818,positive,despejado,0.5,0.063
819,positive,determinable,0.5,0.0
820,positive,diagnosticable,0.5,0.0
821,positive,digestibilidad,0.5,0.0
822,positive,digestible,0.5,0.0
823,positive,discernible,0.5,0.088
824,positive,disciplinal,0.5,0.0
825,positive,diserto,0.5,0.0
826,positive,disputable,0.5,0.0
827,positive,distinguible,0.5,0.0
828,positive,dorado,0.5,0.289
829,positive,dúctil,0.5,0.157
830,positive,ecléctico,0.5,0.0
831,positive,elocuente,0.5,0.0
832,positive,emancipador,0.5,0.0
833,positive,embergadura,0.5,0.0
834,positive,embriagador,0.5,0.0
835,positive,emocionante,0.5,0.063
836,positive,emplumado,0.5,0.0
837,positive,empático,0.5,0.0
838,positive,en términos morales,0.5,0.0
839,positive,encadenado,0.5,0.0
840,positive,energizante,0.5,0.0
841,positive,energético,0.5,0.0
842,positive,enfundado,0.5,0.0
843,positive,enjoyado,0.5,0.0
844,positive,ennoblecedor,0.5,0.0
845,positive,envainado,0.5,0.0
846,positive,envejecerse,0.5,0.0
847,positive,epicúreo,0.5,0.361
848,positive,epigramático,0.5,0.0
849,positive,equilibrio mental,0.5,0.0
850,positive,eremitíco,0.5,0.0
851,positive,escogido,0.5,0.0
852,positive,esmaltado,0.5,0.0
853,positive,espaldarazo,0.5,0.0
854,positive,espavilado,0.5,0.0
855,positive,especialización,0.5,0.375
856,positive,espiritualidad,0.5,0.0
857,positive,estabilidad,0.5,0.088
858,positive,estabilizador,0.5,0.0
859,positive,estudioso,0.5,0.072
860,positive,estético,0.5,0.52
861,positive,eufonía,0.5,0.0
862,positive,eufónico,0.5,0.144
863,positive,eugenesia,0.5,0.0
864,positive,eugenismo,0.5,0.0
865,positive,evidencial,0.5,0.0
866,positive,evitable,0.5,0.0
867,positive,exhaustivo,0.5,0.0
868,positive,exhausto,0.5,0.0
869,positive,exhortatorio,0.5,0.0
870,positive,exotérico,0.5,0.0
871,positive,expeditivo,0.5,0.0
872,positive,explicitación,0.5,0.0
873,positive,explicitud,0.5,0.0
874,positive,extensísimo,0.5,0.0
875,positive,extenuado,0.5,0.0
876,positive,fama,0.5,0.0
877,positive,fascinado,0.5,0.0
878,positive,fascinador,0.5,0.0
879,positive,fatigado,0.5,0.0
880,positive,fertilidad,0.5,0.26
881,positive,festejo,0.5,0.191
882,positive,fiducial,0.5,0.354
883,positive,filmable,0.5,0.0
884,positive,fisionable,0.5,0.0
885,positive,flexionado,0.5,0.0
886,positive,focalizado,0.5,0.0
887,positive,forrado,0.5,0.0
888,positive,fortalecedor,0.5,0.0
889,positive,galanteo,0.5,0.265
890,positive,ganancioso,0.5,0.0
891,positive,ganarse el cariño,0.5,0.0
892,positive,gazmoño,0.5,0.088
893,positive,germinal,0.5,0.0
894,positive,gozo,0.5,0.289
895,positive,graciosidad,0.5,0.177
896,positive,grandiosidad,0.5,0.402
897,positive,hacer atractivo,0.5,0.0
898,positive,hacer atrayente,0.5,0.0
899,positive,halagar,0.5,0.125
900,positive,higiénico,0.5,0.0
901,positive,hipertónico,0.5,0.0
902,positive,hipnotizado,0.5,0.0
903,positive,histriónico,0.5,0.0
904,positive,homeopatía,0.5,0.0
905,positive,honores,0.5,0.0
906,positive,immaculado,0.5,0.0
907,positive,impresionable,0.5,0.0
908,positive,impudente,0.5,0.0
909,positive,incambiable,0.5,0.0
910,positive,incitante,0.5,0.0
911,positive,inclusivo,0.5,0.0
912,positive,incorrupción,0.5,0.0
913,positive,indisimulado,0.5,0.0
914,positive,influenciable,0.5,0.0
915,positive,innovador,0.5,0.237
916,positive,insolvente,0.5,0.0
917,positive,intachable,0.5,0.144
918,positive,intencional,0.5,0.0
919,positive,invalorable,0.5,0.0
920,positive,jocoso,0.5,0.191
921,positive,juego de salón,0.5,0.0
922,positive,justiciable,0.5,0.0
923,positive,labrantío,0.5,0.0
924,positive,laureado,0.5,0.442
925,positive,laurear,0.5,0.265
926,positive,laureles,0.5,0.0
927,positive,lavorable,0.5,0.0
928,positive,legalidad,0.5,0.0
929,positive,leído,0.5,0.0
930,positive,liberador,0.5,0.0
931,positive,limitador,0.5,0.0
932,positive,liricidad,0.5,0.0
933,positive,loar,0.5,0.0
934,positive,lustroso,0.5,0.072
935,positive,macro,0.5,0.0
936,positive,madurado,0.5,0.0
937,positive,magnánime,0.5,0.0
938,positive,maniatado,0.5,0.0
939,positive,maniobrable,0.5,0.0
940,positive,marinería,0.5,0.0
941,positive,medicamentoso,0.5,0.0
942,positive,meditado,0.5,0.0
943,positive,melodioso,0.5,0.161
944,positive,mezclable,0.5,0.0
945,positive,miopía,0.5,0.0
946,positive,miramento,0.5,0.0
947,positive,mismísimo,0.5,0.0
948,positive,modernizado,0.5,0.0
949,positive,mojigato,0.5,0.088
950,positive,moldeable,0.5,0.088
951,positive,moralmente,0.5,0.0
952,positive,nato,0.5,0.0
953,positive,neutralizado,0.5,0.0
954,positive,novel,0.5,0.0
955,positive,nutrido,0.5,0.0
956,positive,náutica,0.5,0.0
957,positive,núbil,0.5,0.0
958,positive,obligación simple,0.5,0.0
959,positive,obligación sin garantía,0.5,0.0
960,positive,ocurrencia oportuna,0.5,0.0
961,positive,orientarse,0.5,0.0
962,positive,ortotropo,0.5,0.0
963,positive,ovacionar,0.5,0.0
964,positive,paciente interno,0.5,0.0
965,positive,panorámico,0.5,0.354
966,positive,papel de regalo,0.5,0.0
967,positive,participativo,0.5,0.0
968,positive,patricio,0.5,0.0
969,positive,patriótico,0.5,0.0
970,positive,payaso,0.5,0.0
971,positive,perfeccionado,0.5,0.331
972,positive,permisividad,0.5,0.0
973,positive,permutable,0.5,0.0
974,positive,persuasión,0.5,0.0
975,positive,petulante,0.5,0.0
976,positive,piadoso,0.5,0.265
977,positive,pintoresco,0.5,0.26
978,positive,plegable,0.5,0.0
979,positive,poner a salvo,0.5,0.0
980,positive,ponerse bien,0.5,0.0
981,positive,pormenorizado,0.5,0.0
982,positive,pornográfico,0.5,0.0
983,positive,precavido,0.5,0.088
984,positive,preciosura,0.5,0.0
985,positive,preeminente,0.5,0.088
986,positive,premiar,0.5,0.265
987,positive,preservado,0.5,0.0
988,positive,prevención,0.5,0.217
989,positive,profundizable,0.5,0.0
990,positive,profuso,0.5,0.0
991,positive,programa de rehabilitación,0.5,0.0
992,positive,prometido,0.5,0.0
993,positive,propiciación,0.5,0.298
994,positive,propiciatoriedad,0.5,0.0
995,positive,protagonismo,0.5,0.0
996,positive,prudencial,0.5,0.0
997,positive,pudiente,0.5,0.0
998,positive,puntería,0.5,0.0
999,positive,pío,0.5,0.265
1000,positive,racionalidad,0.5,0.27
1001,positive,rastrero,0.5,0.0
1002,positive,ratificar,0.5,0.0
1003,positive,realizable,0.5,0.072
1004,positive,reanimado,0.5,0.088
1005,positive,recepción cordial,0.5,0.0
1006,positive,recepción favorable,0.5,0.0
1007,positive,recio,0.5,0.0
1008,positive,reconciliable,0.5,0.0
1009,positive,rectificable,0.5,0.0
1010,positive,rectitud,0.5,0.354
1011,positive,recubierto,0.5,0.0
1012,positive,recuperable,0.5,0.0
1013,positive,refinar,0.5,0.375
1014,positive,reflectante,0.5,0.088
1015,positive,reformatorio,0.5,0.0
1016,positive,refrendada,0.5,0.0
1017,positive,refrescante,0.5,0.0
1018,positive,regente,0.5,0.0
1019,positive,regulable,0.5,0.0
1020,positive,rendido,0.5,0.0
1021,positive,rentabilidad,0.5,0.0
1022,positive,reparable,0.5,0.0
1023,positive,replegable,0.5,0.0
1024,positive,reponerse,0.5,0.0
1025,positive,representable,0.5,0.0
1026,positive,representante,0.5,0.0
1027,positive,resoluble,0.5,0.0
1028,positive,respaldado,0.5,0.0
1029,positive,respingón,0.5,0.0
1030,positive,resplandeciente,0.5,0.289
1031,positive,retenido,0.5,0.0
1032,positive,revalidar,0.5,0.0
1033,positive,revelador,0.5,0.0
1034,positive,revitalizado,0.5,0.0
1035,positive,rosáceo,0.5,0.0
1036,positive,rumboso,0.5,0.0
1037,positive,sacrosanto,0.5,0.0
1038,positive,salud mental,0.5,0.0
1039,positive,savoir-faire,0.5,0.0
1040,positive,seleccionado,0.5,0.0
1041,positive,selectivo,0.5,0.0
1042,positive,semiprecioso,0.5,0.0
1043,positive,sentido común,0.5,0.0
1044,positive,seráfico,0.5,0.619
1045,positive,sexuado,0.5,0.177
1046,positive,sinvergüenza,0.5,0.0
1047,positive,solvencia,0.5,0.0
1048,positive,solvente,0.5,0.177
1049,positive,sublimado,0.5,0.0
1050,positive,subsanable,0.5,0.0
1051,positive,subsistir,0.5,0.0
1052,positive,suertero,0.5,0.0
1053,positive,sujetable,0.5,0.0
1054,positive,sumergible,0.5,0.0
1055,positive,sumo,0.5,0.0
1056,positive,super,0.5,0.0
1057,positive,superno,0.5,0.0
1058,positive,sustancialidad,0.5,0.0
1059,positive,sómatico,0.5,0.0
1060,positive,tapizado,0.5,0.0
1061,positive,taraceado,0.5,0.0
1062,positive,tasable,0.5,0.0
1063,positive,templado,0.5,0.163
1064,positive,tentador,0.5,0.063
1065,positive,tonicidad,0.5,0.0
1066,positive,tonificado,0.5,0.0
1067,positive,transitivo,0.5,0.0
1068,positive,transplantable,0.5,0.0
1069,positive,transportable,0.5,0.0
1070,positive,trasmisible,0.5,0.0
1071,positive,trasplantable,0.5,0.0
1072,positive,trata,0.5,0.0
1073,positive,turístico,0.5,0.0
1074,positive,técnico,0.5,0.306
1075,positive,unánime,0.5,0.0
1076,positive,usabilidad,0.5,0.0
1077,positive,usual,0.5,0.0
1078,positive,utilitarismo,0.5,0.0
1079,positive,validado,0.5,0.0
1080,positive,valorable,0.5,0.0
1081,positive,varonil,0.5,0.0
1082,positive,vendido,0.5,0.0
1083,positive,venerable,0.5,0.265
1084,positive,verificado,0.5,0.0
1085,positive,verismo,0.5,0.0
1086,positive,vigorizado,0.5,0.0
1087,positive,voto de confianza,0.5,0.0
1088,positive,válido,0.5,0.12
1089,positive,zurdo,0.5,0.0
1090,positive,abad,0.375,0.0
1091,positive,abadesa,0.375,0.0
1092,positive,abanderar,0.375,0.0
1093,positive,abandonarse a algo,0.375,0.0
1094,positive,abatible,0.375,0.0
1095,positive,abdicable,0.375,0.0
1096,positive,abilidad,0.313,0.088
1097,positive,ablandado,0.375,0.0
1098,positive,abonado,0.375,0.0
1099,positive,abonamiento,0.375,0.0
1100,positive,abotonar,0.375,0.0
1101,positive,absorbible,0.375,0.0
1102,positive,abstemio,0.375,0.0
1103,positive,absuelto,0.375,0.0
1104,positive,acallamiento,0.375,0.0
1105,positive,acatar,0.375,0.0
1106,positive,accesibilidad,0.417,0.191
1107,positive,aceitunado,0.375,0.0
1108,positive,achispado,0.375,0.0
1109,positive,acierto,0.375,0.354
1110,positive,acomodación,0.292,0.144
1111,positive,acomodar,0.469,0.157
1112,positive,acompañante,0.375,0.0
1113,positive,acoplado,0.375,0.088
1114,positive,acorazado,0.313,0.0
1115,positive,acorazonado,0.375,0.0
1116,positive,acordado,0.375,0.0
1117,positive,acordarse,0.438,0.0
1118,positive,acostumbrado,0.333,0.072
1119,positive,acristalado,0.375,0.0
1120,positive,activado,0.292,0.125
1121,positive,actividad extracurricular,0.375,0.0
1122,positive,activista,0.375,0.0
1123,positive,activo,0.26,0.141
1124,positive,activo de garantía,0.375,0.0
1125,positive,actuado,0.375,0.0
1126,positive,acuerdo escrito,0.375,0.0
1127,positive,acullá,0.375,0.0
1128,positive,acumulativo,0.375,0.088
1129,positive,acústicamente,0.375,0.0
1130,positive,adaptabilidad,0.313,0.265
1131,positive,adaptable,0.313,0.088
1132,positive,adaptar,0.3,0.301
1133,positive,adecuar,0.281,0.188
1134,positive,aderezar,0.313,0.088
1135,positive,adherente,0.375,0.0
1136,positive,adiestrado,0.375,0.0
1137,positive,adiestrar,0.375,0.0
1138,positive,adoxografía,0.375,0.0
1139,positive,adquirible,0.375,0.0
1140,positive,adulto,0.375,0.088
1141,positive,aerobio,0.313,0.0
1142,positive,aerotransportado,0.375,0.0
1143,positive,afeminado,0.313,0.0
1144,positive,aficionarse,0.375,0.0
1145,positive,afilado,0.375,0.086
1146,positive,afinar,0.304,0.36
1147,positive,afluencia,0.375,0.545
1148,positive,agasajar,0.333,0.072
1149,positive,agil,0.375,0.0
1150,positive,agotable,0.375,0.0
1151,positive,agregado,0.458,0.25
1152,positive,agua potable,0.375,0.0
1153,positive,aguafiestas,0.375,0.0
1154,positive,agudizar,0.3,0.088
1155,positive,ahusar,0.375,0.0
1156,positive,ajustado,0.375,0.112
1157,positive,ajustar,0.292,0.251
1158,positive,alado,0.313,0.088
1159,positive,alcanzado,0.375,0.0
1160,positive,alerta,0.375,0.0
1161,positive,alfabetismo,0.375,0.0
1162,positive,aliciente,0.438,0.0
1163,positive,aliento,0.313,0.387
1164,positive,alineado,0.275,0.112
1165,positive,allegro,0.375,0.0
1166,positive,allunyat,0.375,0.0
1167,positive,allá,0.375,0.0
1168,positive,alta fidelidad,0.313,0.088
1169,positive,altruísta,0.375,0.0
1170,positive,alucinante,0.375,0.0
1171,positive,amaestrado,0.375,0.0
1172,positive,amaestrar,0.375,0.0
1173,positive,amamantar,0.375,0.0
1174,positive,amarillo,0.375,0.0
1175,positive,amarillo canario,0.375,0.0
1176,positive,amatista,0.375,0.0
1177,positive,ambivalencia,0.375,0.0
1178,positive,ambivalente,0.375,0.0
1179,positive,ambrosiaco,0.375,0.0
1180,positive,ambrosíaco,0.375,0.0
1181,positive,ametista,0.375,0.0
1182,positive,amigo por correspondencia,0.375,0.0
1183,positive,amor fraternal,0.375,0.0
1184,positive,amotinador,0.375,0.0
1185,positive,ampliamente,0.313,0.354
1186,positive,amplio,0.393,0.142
1187,positive,anacoreta,0.375,0.0
1188,positive,anaerobio,0.375,0.0
1189,positive,anaeróbico,0.375,0.0
1190,positive,analéptico,0.375,0.0
1191,positive,anaranjado,0.375,0.0
1192,positive,anchura,0.292,0.191
1193,positive,anejo,0.438,0.354
1194,positive,anexo,0.344,0.237
1195,positive,anfipróstilo,0.375,0.0
1196,positive,anfiprótico,0.375,0.0
1197,positive,anfípodo,0.375,0.0
1198,positive,anfótero,0.375,0.0
1199,positive,angélico,0.375,0.619
1200,positive,aniñado,0.375,0.0
1201,positive,antender,0.375,0.0
1202,positive,antheraea,0.375,0.0
1203,positive,antiadherente,0.375,0.0
1204,positive,antiaéreo,0.375,0.0
1205,positive,antitóxico,0.375,0.0
1206,positive,antiácido,0.375,0.0
1207,positive,antropofagia,0.375,0.0
1208,positive,anuencia,0.313,0.177
1209,positive,análogo,0.292,0.125
1210,positive,apaciguarse,0.375,0.0
1211,positive,aparato acústico,0.375,0.0
1212,positive,apetitoso,0.292,0.243
1213,positive,apical,0.375,0.0
1214,positive,aplacable,0.375,0.0
1215,positive,aplacamiento,0.469,0.237
1216,positive,aplauso,0.458,0.072
1217,positive,aplicabilidad,0.375,0.0
1218,positive,apocárpico,0.375,0.0
1219,positive,apología,0.333,0.072
1220,positive,apreciar,0.375,0.246
1221,positive,aprobación,0.359,0.17
1222,positive,aprobar formalmente,0.375,0.0
1223,positive,aprovechable,0.375,0.0
1224,positive,aprovechar,0.417,0.217
1225,positive,arbitrable,0.375,0.0
1226,positive,arbitrario,0.313,0.0
1227,positive,arcano,0.375,0.0
1228,positive,archimandita,0.375,0.0
1229,positive,archimandrita,0.375,0.0
1230,positive,argot,0.375,0.0
1231,positive,argénteo,0.375,0.0
1232,positive,aristocrático,0.438,0.088
1233,positive,aristotelismo,0.375,0.0
1234,positive,aritméticamente,0.375,0.0
1235,positive,arlequinada,0.375,0.0
1236,positive,armado,0.333,0.072
1237,positive,armonía,0.3,0.311
1238,positive,arrollador,0.375,0.0
1239,positive,arte teatral,0.375,0.0
1240,positive,artefacto,0.375,0.0
1241,positive,artes,0.375,0.0
1242,positive,artesanal,0.375,0.0
1243,positive,artesanía,0.417,0.191
1244,positive,artístico,0.417,0.505
1245,positive,ascendente,0.375,0.177
1246,positive,ascendiente,0.417,0.191
1247,positive,aseado,0.313,0.088
1248,positive,asegurado,0.375,0.0
1249,positive,aserrar,0.375,0.0
1250,positive,asesor,0.375,0.0
1251,positive,asesora,0.375,0.0
1252,positive,asibilación,0.375,0.0
1253,positive,asimilable,0.375,0.0
1254,positive,asimilador,0.375,0.177
1255,positive,asintomático,0.375,0.0
1256,positive,asistido,0.375,0.0
1257,positive,asociado,0.313,0.088
1258,positive,asombro,0.375,0.402
1259,positive,asombroso,0.333,0.217
1260,positive,astado,0.375,0.0
1261,positive,astuto,0.268,0.225
1262,positive,asustadizo,0.375,0.0
1263,positive,atado,0.271,0.282
1264,positive,ataráxico,0.375,0.0
1265,positive,ataviarse,0.417,0.144
1266,positive,atención de enfermería,0.375,0.0
1267,positive,atento,0.341,0.141
1268,positive,atestado,0.375,0.0
1269,positive,atribuible,0.375,0.0
1270,positive,atuendo,0.375,0.0
1271,positive,atávico,0.375,0.0
1272,positive,audibilidad,0.375,0.0
1273,positive,augusto,0.375,0.265
1274,positive,autentificar,0.292,0.191
1275,positive,autofecundado,0.375,0.0
1276,positive,autogénesis,0.375,0.0
1277,positive,automatizado,0.375,0.0
1278,positive,autopolinizado,0.375,0.0
1279,positive,autorizado,0.437,0.129
1280,positive,auténtico,0.268,0.213
1281,positive,auxilio,0.375,0.0
1282,positive,avanzado,0.281,0.249
1283,positive,avanzarse,0.375,0.53
1284,positive,avançat,0.375,0.177
1285,positive,avispado,0.458,0.072
1286,positive,ayuda,0.375,0.0
1287,positive,ayuda exterior,0.375,0.0
1288,positive,ayudado,0.375,0.0
1289,positive,ayudar,0.275,0.112
1290,positive,azul celeste,0.313,0.072
1291,positive,añadible,0.375,0.0
1292,positive,bactericida,0.375,0.0
1293,positive,balance final,0.375,0.0
1294,positive,ballet clásico,0.375,0.0
1295,positive,balonvolea,0.375,0.0
1296,positive,barato,0.292,0.0
1297,positive,barrigudo,0.292,0.072
1298,positive,barrigón,0.375,0.0
1299,positive,bastar,0.375,0.0
1300,positive,beatitud,0.375,0.0
1301,positive,benchmark,0.375,0.0
1302,positive,beneficiar,0.417,0.402
1303,positive,beneficios,0.375,0.0
1304,positive,beneplácito,0.313,0.177
1305,positive,benignidad,0.375,0.0
1306,positive,benigno,0.469,0.359
1307,positive,bermejo,0.375,0.0
1308,positive,bienhablado,0.375,0.0
1309,positive,billete de autobús,0.375,0.0
1310,positive,billete de tren,0.375,0.0
1311,positive,bimestral,0.313,0.088
1312,positive,biologismo,0.375,0.0
1313,positive,bioluminiscente,0.375,0.0
1314,positive,bioquímico,0.375,0.0
1315,positive,bipartido,0.375,0.0
1316,positive,blasonado,0.375,0.0
1317,positive,bocón,0.375,0.0
1318,positive,bonanza,0.417,0.072
1319,positive,bondadoso,0.357,0.152
1320,positive,boquiabierto,0.438,0.0
1321,positive,borrable,0.375,0.0
1322,positive,braco,0.375,0.0
1323,positive,brillante,0.49,0.158
1324,positive,bruno,0.375,0.0
1325,positive,brutal,0.264,0.305
1326,positive,brío,0.313,0.177
1327,positive,buena prenda,0.375,0.0
1328,positive,buena racha,0.375,0.0
1329,positive,buena suerte,0.438,0.265
1330,positive,buenas noticias,0.375,0.0
1331,positive,buenaventura,0.438,0.265
